period,area,product,row_count,estimated_contract_rows,estimated_date_rows,unique_products,unique_dr_numbers,net_income_clean,revenue_clean,quantity,total_trade_price,net_income,net_cost,discount,total_cost,gross_margin_rate
2024-06,Pagbilao,HYPHEN 50MG,1,1,0,1,1,5076.63,9965.24,0.1669,9965.24,5076.63,15041.87,0.0,15041.87,0.509434
2024-06,Pagbilao,INK EPSON #003 BLACK,2,2,0,1,2,9511.41,13987.78,0.5128,27911.35,9511.41,34094.28,0.0,34094.28,0.67998
2024-06,Pagbilao,INK EPSON #003 CYAN,1,1,0,1,1,1497.51,5797.02,0.1535,5797.02,1497.51,7294.54,0.0,7294.54,0.258324
2024-06,Pagbilao,INK EPSON #003 MAGENTA,2,2,0,1,2,895.82,1864.51,0.316,36789.23,895.82,9414.83,0.0,9414.83,0.480459
2024-06,Pagbilao,INK EPSON #003 YELLOW,1,1,0,1,1,0.0,0.0,0.154,34924.72,0.0,6654.5,0.0,6654.5,0.0
2024-06,Pagbilao,MECLOP 5MG\ML,1,1,0,1,1,5469.96,10737.33,0.1799,10737.33,5469.96,16207.29,0.0,16207.29,0.509434
2024-06,Pagbilao,MULTIVIT PLUS,1,1,0,1,1,5343.94,10489.96,0.1757,10489.96,5343.94,15833.91,0.0,15833.91,0.509434
2024-06,Pagbilao,MYGEL BLACK,2,2,0,1,2,1822.48,3059.95,0.2211,3059.95,1822.48,4882.43,0.0,4882.43,0.595591
2024-06,Pagbilao,NUTRIBOARD WITHOUT BAG,1,1,0,1,1,0.0,0.0,0.1077,24420.56,0.0,4653.05,0.0,4653.05,0.0
2024-06,Pagbilao,RECORD BOOK 500PAGES (VALIANT),1,1,0,1,1,10660.45,15677.59,0.2589,15677.59,10660.45,26338.04,0.0,26338.04,0.67998
2024-06,Pagbilao,SCOTCH TAPE 1'',2,2,0,1,2,0.0,0.0,0.2629,20579.49,0.0,8621.45,0.0,8621.45,0.0
2024-06,Pagbilao,STAPLE WIRE #35,2,2,0,1,2,1570.79,6080.67,0.3226,42714.22,1570.79,14631.55,0.0,14631.55,0.258325
2024-06,Pagbilao,T SHIRT WITH PRINT,5,5,0,1,5,10981.97,27445.309999999998,2.0388,169621.58,10981.97,65537.21,0.0,65537.21,0.40014
2024-06,Pagbilao,ZINACARE 750MG WITH DILUENT,1,1,0,1,1,6424.93,12611.9,0.2113,12611.9,6424.93,19036.83,0.0,19036.83,0.509434
2024-06,Provincial Tourism Office,BOND PAPER A4 (HARDCOPY),1,1,0,1,1,5062.14,9936.8,0.2113,9936.8,5062.14,14998.95,0.0,14998.95,0.509434
2024-06,Provincial Tourism Office,BOND PAPER LONG (HARDCOPY),1,1,0,1,1,14962.78,29371.38,0.145,29371.38,14962.78,44334.16,0.0,44334.16,0.509434
2024-06,Provincial Tourism Office,CLEAR BOOK LEGAL/LONG,1,1,0,1,1,17490.28,34332.76,0.1695,34332.76,17490.28,51823.04,0.0,51823.04,0.509434
2024-06,Provincial Tourism Office,CORRECTION TAPE 20MM,1,1,0,1,1,18479.97,36275.51,0.1791,36275.51,18479.97,54755.49,0.0,54755.49,0.509434
2024-06,Provincial Tourism Office,HARD COPY SUB#20 A4,1,1,0,1,1,18363.46,36046.79,0.1779,36046.79,18363.46,54410.25,0.0,54410.25,0.509434
2024-06,Provincial Tourism Office,INK EPSON #003 MAGENTA,1,1,0,1,1,4846.31,9513.12,0.2022,9513.12,4846.31,14359.43,0.0,14359.43,0.509434
2024-06,Provincial Tourism Office,MASKING TAPE 1INCH,1,1,0,1,1,3889.19,7634.34,0.1623,7634.34,3889.19,11523.53,0.0,11523.53,0.509434
2024-06,Provincial Tourism Office,RECORD BOOK 500PAGES (VALIANT),1,1,0,1,1,6715.89,13183.04,0.2803,13183.04,6715.89,19898.92,0.0,19898.92,0.509434
2024-06,Provincial Tourism Office,STAPLER STANDARD TYPE (JOY),1,1,0,1,1,3448.97,6770.2,0.1439,6770.2,3448.97,10219.17,0.0,10219.17,0.509434
2024-06,Provincial Tourism Office,T SHIRT WITH PRINT,1,1,0,1,1,33911.01,66566.06,0.3286,66566.06,33911.01,100477.06,0.0,100477.06,0.509434
2024-06,QMC,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,1,1,0,1,1,4836.29,13247.86,0.3939,13247.86,4836.29,18084.16,0.0,18084.16,0.365062
2024-06,QMC,BUPIRIGHT 5MG/ML 0.5% IN 8% 4ML,1,1,0,1,1,2080.04,5697.76,0.1694,5697.76,2080.04,7777.79,0.0,7777.79,0.365063
2024-06,QMC,BUPIRIGHT AMPULE,1,1,0,1,1,1793.06,4911.67,0.146,4911.67,1793.06,6704.73,0.0,6704.73,0.365061
2024-06,QMC,CETHERGO 200MCG/ML IV,1,1,0,1,1,1307.4,3581.31,0.1065,3581.31,1307.4,4888.71,0.0,4888.71,0.365062
2024-06,QMC,HYCLENS WOUND SPRAY 2% 60ML,1,1,0,1,1,2261.71,6195.4,0.1842,6195.4,2261.71,8457.11,0.0,8457.11,0.365063
2024-07,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),2,2,0,1,2,864.53,2122.83,0.348,22196.86,864.53,19628.18,0.0,19628.18,0.407254
2024-07,Pagbilao,BALLPEN FINEPOINT,1,1,0,1,1,0.0,0.0,0.1539,6334.85,0.0,3087.08,0.0,3087.08,0.0
2024-07,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),1,1,0,1,1,711.48,2116.48,0.1761,2116.48,711.48,2827.96,0.0,2827.96,0.336162
2024-07,Pagbilao,BOND PAPER A4 (HARDCOPY),2,2,0,1,2,3869.33,20472.44,0.3729,21644.41,5041.3,27173.78,0.0,27173.78,0.189002
2024-07,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),1,1,0,1,1,0.0,0.0,0.1261,14802.89,0.0,12271.2,0.0,12271.2,0.0
2024-07,Pagbilao,BOND PAPER LONG (HARDCOPY),2,2,0,1,2,490.39,666.47,0.4438,9643.0,490.39,5531.27,0.0,5531.27,0.735802
2024-07,Pagbilao,BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),1,1,0,1,1,670.14,3047.16,0.1043,3047.16,670.14,3717.29,0.0,3717.29,0.219923
2024-07,Pagbilao,CLEAR BOOK LEGAL/LONG,5,5,0,1,5,6083.02,29323.97,1.1349,250284.03,7670.72,188661.07,0.0,188661.07,0.207442
2024-07,Pagbilao,CORRECTION TAPE 20MM,5,5,0,1,5,9637.84,43152.45,1.3246,75963.15,9637.84,79989.5,0.0,79989.5,0.223344
2024-07,Pagbilao,ELECTRICAL WIRE #14,1,1,0,1,1,0.0,0.0,0.1725,953.69,953.69,2304.56,0.0,2304.56,0.0
2024-07,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,1,1,0,1,1,1100.81,1317.74,0.2739,1317.74,1100.81,2418.55,0.0,2418.55,0.835377
2024-07,Pagbilao,HARD COPY SUB#20 A4,6,6,0,1,6,6734.15,31101.28,1.3951,305042.83,6734.15,227106.25,0.0,227106.25,0.216523
2024-07,Pagbilao,HBW BLACK BALLPEN,3,3,0,1,3,5539.58,23760.07,0.5308,23760.07,5539.58,29299.65,0.0,29299.65,0.233147
2024-07,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),2,2,0,1,2,3400.7200000000003,3513.25,0.3118,3513.25,3400.72,6913.97,0.0,6913.97,0.96797
2024-07,Pagbilao,INK EPSON #003 BLACK,4,4,0,1,4,4831.4,8663.05,0.8541,8663.05,4831.4,13494.45,0.0,13494.45,0.557702
2024-07,Pagbilao,INK EPSON #003 CYAN,3,3,0,1,3,3026.79,5687.530000000001,0.5254,13101.85,3026.79,12327.44,0.0,12327.44,0.53218
2024-07,Pagbilao,INK EPSON #003 MAGENTA,1,1,0,1,1,0.0,0.0,0.1802,7414.32,0.0,3613.12,0.0,3613.12,0.0
2024-07,Pagbilao,MARKER BLACK (PILOT),3,3,0,1,3,5206.17,6387.09,0.5348,7405.23,6224.31,14053.55,0.0,14053.55,0.815108
2024-07,Pagbilao,MASKING TAPE 1INCH,3,3,0,1,3,3885.47,5252.96,0.4931,5252.96,3885.47,9138.43,0.0,9138.43,0.739672
2024-07,Pagbilao,MYGEL BLACK,2,2,0,1,2,568.3,1690.56,0.2387,114475.88,568.3,79078.45,0.0,79078.45,0.336161
2024-07,Pagbilao,NUTRIBOARD WITHOUT BAG,3,3,0,1,3,2448.71,5967.1900000000005,0.347,5967.19,2448.71,8415.9,0.0,8415.9,0.410362
2024-07,Pagbilao,RECORD BOOK 500PAGES (VALIANT),2,2,0,1,2,1211.9,2138.76,0.3808,2138.76,1211.9,3350.66,0.0,3350.66,0.566637
2024-07,Pagbilao,SCOTCH TAPE 1'',2,2,0,1,2,1243.6299999999999,4087.3799999999997,0.2259,4087.38,1243.63,5331.02,0.0,5331.02,0.304261
2024-07,Pagbilao,STAPLE WIRE #35,4,4,0,1,4,4751.900000000001,5470.35,0.6758,168090.94,4751.9,120985.32,0.0,120985.32,0.868665
2024-07,Pagbilao,STAPLER STANDARD TYPE (JOY),4,4,0,1,4,3762.33,4958.38,0.5565,5756.88,4560.83,10650.23,0.0,10650.23,0.758782
2024-07,Pagbilao,T SHIRT WITH PRINT,5,5,0,1,5,10896.480000000001,26138.54,1.9737,451468.48,10896.48,326732.93,0.0,326732.93,0.416874
2024-07,Pagbilao,TRASH BAG - BLACK - MEDIUM,1,1,0,1,1,0.0,0.0,0.1454,17061.1,0.0,14143.19,0.0,14143.19,0.0
2024-07,Provincial Tourism Office,BALLPEN FINEPOINT,1,1,0,1,1,0.0,0.0,0.1885,96041.61,0.0,59078.89,0.0,59078.89,0.0
2024-07,Provincial Tourism Office,INK EPSON #003 BLACK,1,1,0,1,1,0.0,0.0,0.2728,138971.64,0.0,85486.81,0.0,85486.81,0.0
2024-07,Provincial Tourism Office,MARKER BLACK (PILOT),1,1,0,1,1,0.0,0.0,0.2003,102035.95,0.0,62766.24,0.0,62766.24,0.0
2024-07,Provincial Tourism Office,MASKING TAPE 1INCH,1,1,0,1,1,0.0,0.0,0.1771,90222.9,0.0,55499.58,0.0,55499.58,0.0
2024-07,Provincial Tourism Office,SCOTCH TAPE 1'',1,1,0,1,1,0.0,0.0,0.1613,82190.4,0.0,50558.48,0.0,50558.48,0.0
2024-08,Pagbilao,AIRCON SPLIT TYPE 2HP INVERTER (CARRIER),1,1,0,1,1,448.53,1688.4,0.1291,1688.4,448.53,2136.93,0.0,2136.93,0.265654
2024-08,Pagbilao,ALLECUR 10MG,1,1,0,1,1,1991.23,6949.79,0.1952,6949.79,1991.23,8941.02,0.0,8941.02,0.286517
2024-08,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),1,1,0,1,1,11065.49,21721.15,0.1641,21721.15,11065.49,32786.63,0.0,32786.63,0.509434
2024-08,Pagbilao,BOND PAPER A4 (HARDCOPY),3,3,0,1,3,782.62,1536.24,0.5946,10754.07,4640.05,12870.3,0.0,12870.3,0.509439
2024-08,Pagbilao,BOND PAPER LEGAL 80GSM (DOUBLE A),1,1,0,1,1,1661.53,2316.88,0.0909,2316.88,1661.53,3978.4,0.0,3978.4,0.717141
2024-08,Pagbilao,BOND PAPER LONG (HARDCOPY),5,5,0,1,5,16983.84,84539.69,1.0052,129224.79,21454.69,119398.1,0.0,119398.1,0.200898
2024-08,Pagbilao,BP APPARATUS ANEROID SPHYGMOMANOMETER (BAXTEL),1,1,0,1,1,904.82,2864.39,0.1316,2864.39,904.82,3769.2,0.0,3769.2,0.315886
2024-08,Pagbilao,CLEAR BOOK LEGAL/LONG,2,2,0,1,2,17192.5,33748.24,0.4456,68458.06,17192.5,63818.36,0.0,63818.36,0.509434
2024-08,Pagbilao,CORRECTION TAPE 20MM,2,2,0,1,2,4127.2,6007.76,0.465,6007.76,4127.2,10134.96,0.0,10134.96,0.686978
2024-08,Pagbilao,CORRECTION TAPE JOY,4,4,0,1,4,2583.74,7516.89,0.8991,37401.16,2583.74,21187.93,0.0,21187.93,0.343725
2024-08,Pagbilao,ELECTRICAL WIRE #14,3,3,0,1,3,1418.0800000000002,4489.25,0.4724,4489.25,1418.08,5907.34,0.0,5907.34,0.315883
2024-08,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,2,2,0,1,2,3806.01,26132.63,0.3927,30096.12,7769.5,38164.76,0.0,38164.76,0.145642
2024-08,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,3,3,0,1,3,21429.91,80987.04000000001,0.8077,89816.64,21429.91,106609.78,0.0,106609.78,0.264609
2024-08,Pagbilao,HARD COPY SUB#20 A4,6,6,0,1,6,17533.850000000002,74269.03000000001,1.3854,81893.4,17533.85,95423.37,0.0,95423.37,0.236086
2024-08,Pagbilao,HBW BLACK BALLPEN,3,3,0,1,3,12722.23,24973.26,0.4914,85448.26,12722.23,54660.85,0.0,54660.85,0.509434
2024-08,Pagbilao,INK CARTRIDGE TRI COLOR (HP680),4,4,0,1,4,19713.91,56607.77,0.5226,56607.77,19713.91,76321.69,0.0,76321.69,0.348254
2024-08,Pagbilao,INK EPSON #003 BLACK,3,3,0,1,3,6079.0199999999995,35467.34,0.6989,40032.8,10644.48,51021.86,0.0,51021.86,0.171398
2024-08,Pagbilao,INK EPSON #003 CYAN,3,3,0,1,3,0.0,357.46,0.4944,28572.63,3692.77,17119.73,0.0,17119.73,0.0
2024-08,Pagbilao,INK EPSON #003 YELLOW,2,2,0,1,2,0.0,357.46,0.3459,5489.06,0.0,2794.25,0.0,2794.25,0.0
2024-08,Pagbilao,MASKING TAPE 1INCH,1,1,0,1,1,2846.21,19542.51,0.1494,19542.51,2846.21,22388.72,0.0,22388.72,0.145642
2024-08,Pagbilao,"MICROPORE 1"" - 1530-1 - 3M",1,1,0,1,1,2582.13,9012.15,0.2531,9012.15,2582.13,11594.29,0.0,11594.29,0.286517
2024-08,Pagbilao,MYGEL BLACK,1,1,0,1,1,377.7,741.42,0.1143,741.42,377.7,1119.13,0.0,1119.13,0.509428
2024-08,Pagbilao,NUTRIBOARD WITHOUT BAG,2,2,0,1,2,523.7,1028.0,0.2642,24245.93,523.7,6514.33,0.0,6514.33,0.509436
2024-08,Pagbilao,RECORD BOOK 500PAGES (VALIANT),2,2,0,1,2,17554.41,34458.670000000006,0.4674,34458.67,17554.41,52013.08,0.0,52013.08,0.509434
2024-08,Pagbilao,SCOTCH TAPE 1'',3,3,0,1,3,1285.83,3169.76,0.3816,3169.76,1285.83,4455.58,0.0,4455.58,0.405655
2024-08,Pagbilao,STAPLE WIRE #35,3,3,0,1,3,5470.74,30711.160000000003,0.5895,30711.16,5470.74,36181.9,0.0,36181.9,0.178135
2024-08,Pagbilao,STAPLER STANDARD TYPE (JOY),1,1,0,1,1,7112.11,31058.39,0.1202,31058.39,7112.11,38170.5,0.0,38170.5,0.228992
2024-08,Pagbilao,T SHIRT WITH PRINT,6,6,0,1,6,12022.32,25994.78,2.2253,184382.82,12022.32,82450.53,0.0,82450.53,0.46249
2024-08,Pagbilao,TRASH BAG - BLACK - MEDIUM,4,4,0,1,4,986.1299999999999,1935.74,0.5451,31752.37,986.13,10336.78,0.0,10336.78,0.509433
2024-08,Pagbilao,ZINACARE 750MG WITH DILUENT,1,1,0,1,1,1611.06,5622.91,0.1579,5622.91,1611.06,7233.96,0.0,7233.96,0.286517
2024-08,QMC,AMBIDOL 50MG/ML (100MG/2ML) 2ML,1,1,0,1,1,2215.52,2494.11,0.1735,2494.11,2215.52,4709.63,0.0,4709.63,0.888301
2024-08,QMC,ANTIZOAL 5MG/ML (500MG/100ML) 100ML,1,1,0,1,1,3698.06,4163.06,0.2895,4163.06,3698.06,7861.12,0.0,7861.12,0.888303
2024-08,QMC,DOLO-JAGA 500MG/50MG/100MG/100MCG,1,1,0,1,1,2365.44,2662.88,0.1852,2662.88,2365.44,5028.32,0.0,5028.32,0.888301
2024-08,QMC,EVAPROST 125MCG/0.5ML,1,1,0,1,1,2620.44,2949.95,0.2052,2949.95,2620.44,5570.38,0.0,5570.38,0.8883
2024-08,QMC,EVAPROST 250MCG/ML IV,1,1,0,1,1,1872.54,2108.0,0.1466,2108.0,1872.54,3980.55,0.0,3980.55,0.888302
2024-09,Pagbilao,BALLPEN FINEPOINT,3,3,0,1,3,5816.04,9785.34,0.4566,9785.34,5816.04,15601.37,0.0,15601.37,0.594363
2024-09,Pagbilao,BATHROOM TISSUE 2PLY 12'S (FEMME),1,1,0,1,1,13962.21,27407.31,0.1316,27407.31,13962.21,41369.53,0.0,41369.53,0.509434
2024-09,Pagbilao,BOND PAPER A4 (HARDCOPY),1,1,0,1,1,4221.64,8671.37,0.1928,8671.37,4221.64,12893.01,0.0,12893.01,0.486848
2024-09,Pagbilao,BOND PAPER LONG (HARDCOPY),2,2,0,1,2,1788.59,2627.6800000000003,0.3629,2627.68,1788.59,4416.28,0.0,4416.28,0.680673
2024-09,Pagbilao,CLEAR BOOK LEGAL/LONG,1,1,0,1,1,1063.41,3617.94,0.2488,3617.94,1063.41,4681.35,0.0,4681.35,0.293927
2024-09,Pagbilao,CORRECTION TAPE 20MM,1,1,0,1,1,22916.89,44985.01,0.216,44985.01,22916.89,67901.9,0.0,67901.9,0.509434
2024-09,Pagbilao,CORRECTION TAPE JOY,1,1,0,1,1,405.45,595.67,0.2006,595.67,405.45,1001.12,0.0,1001.12,0.680662
2024-09,Pagbilao,ELECTRICAL WIRE #14,1,1,0,1,1,3435.68,7056.97,0.1569,7056.97,3435.68,10492.64,0.0,10492.64,0.486849
2024-09,Pagbilao,FOLDER ORDINARY WHITE LONG 100'S,1,1,0,1,1,16450.34,32291.4,0.1551,32291.4,16450.34,48741.73,0.0,48741.73,0.509434
2024-09,Pagbilao,HARD COPY SUB#20 (8 1/2X13) LONG,5,5,0,1,5,18580.85,33863.61,1.4069,33863.61,18580.85,52444.47,0.0,52444.47,0.548697
2024-09,Pagbilao,HARD COPY SUB#20 A4,1,1,0,1,1,6729.0,9885.82,0.2342,9885.82,6729.0,16614.81,0.0,16614.81,0.680672
2024-09,Pagbilao,HBW BLACK BALLPEN,3,3,0,1,3,8571.65,13023.380000000001,0.5829,13023.38,8571.65,21595.02,0.0,21595.02,0.658174
2024-09,Pagbilao,INK EPSON #003 BLACK,2,2,0,1,2,6010.22,8829.84,0.3984,8829.84,6010.22,14840.06,0.0,14840.06,0.680671
