date,year,month,region,province_city,disease_name,case_count,death_count,population,disease_intensity_indicator,source,source_file,notes
2021-01-01,2021,1,Region IV-A,Cavite,Influenza,161,2,1000000,1.61,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-01-01,2021,1,Region IV-A,Laguna,Dengue,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-01-01,2021,1,Region IV-A,Laguna,Leptospirosis,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-01-01,2021,1,Region IV-A,Laguna,Influenza,138,0,1000000,1.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-01-01,2021,1,Region V,Albay,Dengue,39,0,1000000,0.39,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-01-01,2021,1,Region V,Albay,Leptospirosis,46,0,1000000,0.46,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-01-01,2021,1,Region V,Albay,Influenza,181,2,1000000,1.81,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Batangas,Dengue,41,0,1000000,0.41,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Batangas,Leptospirosis,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Batangas,Influenza,109,1,1000000,1.09,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Quezon,Dengue,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Quezon,Leptospirosis,14,0,1000000,0.14,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Quezon,Influenza,168,2,1000000,1.68,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,MIMAROPA,Marinduque,Dengue,16,0,1000000,0.16,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,MIMAROPA,Marinduque,Leptospirosis,35,0,1000000,0.35,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,MIMAROPA,Marinduque,Influenza,136,1,1000000,1.36,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region V,Camarines Norte,Dengue,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region V,Camarines Norte,Leptospirosis,34,0,1000000,0.34,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region V,Camarines Norte,Influenza,116,1,1000000,1.16,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region V,Camarines Sur,Dengue,14,0,1000000,0.14,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region V,Camarines Sur,Leptospirosis,16,0,1000000,0.16,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region V,Camarines Sur,Influenza,186,1,1000000,1.86,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Cavite,Dengue,31,0,1000000,0.31,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Cavite,Leptospirosis,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Cavite,Influenza,200,0,1000000,2.0,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Laguna,Dengue,35,0,1000000,0.35,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Laguna,Leptospirosis,28,0,1000000,0.28,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region IV-A,Laguna,Influenza,104,1,1000000,1.04,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region V,Albay,Dengue,26,0,1000000,0.26,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region V,Albay,Leptospirosis,43,0,1000000,0.43,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-02-01,2021,2,Region V,Albay,Influenza,154,0,1000000,1.54,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Batangas,Dengue,48,0,1000000,0.48,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Batangas,Leptospirosis,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Batangas,Influenza,48,0,1000000,0.48,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Quezon,Dengue,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Quezon,Leptospirosis,26,0,1000000,0.26,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Quezon,Influenza,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,MIMAROPA,Marinduque,Dengue,15,0,1000000,0.15,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,MIMAROPA,Marinduque,Leptospirosis,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,MIMAROPA,Marinduque,Influenza,33,0,1000000,0.33,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region V,Camarines Norte,Dengue,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region V,Camarines Norte,Leptospirosis,39,0,1000000,0.39,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region V,Camarines Norte,Influenza,41,0,1000000,0.41,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region V,Camarines Sur,Dengue,30,0,1000000,0.3,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region V,Camarines Sur,Leptospirosis,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region V,Camarines Sur,Influenza,21,0,1000000,0.21,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Cavite,Dengue,23,0,1000000,0.23,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Cavite,Leptospirosis,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Cavite,Influenza,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Laguna,Dengue,19,0,1000000,0.19,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Laguna,Leptospirosis,44,0,1000000,0.44,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region IV-A,Laguna,Influenza,14,0,1000000,0.14,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region V,Albay,Dengue,40,0,1000000,0.4,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region V,Albay,Leptospirosis,17,0,1000000,0.17,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-03-01,2021,3,Region V,Albay,Influenza,20,0,1000000,0.2,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Batangas,Dengue,43,0,1000000,0.43,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Batangas,Leptospirosis,26,0,1000000,0.26,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Batangas,Influenza,30,0,1000000,0.3,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Quezon,Dengue,36,0,1000000,0.36,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Quezon,Leptospirosis,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Quezon,Influenza,31,0,1000000,0.31,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,MIMAROPA,Marinduque,Dengue,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,MIMAROPA,Marinduque,Leptospirosis,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,MIMAROPA,Marinduque,Influenza,46,0,1000000,0.46,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region V,Camarines Norte,Dengue,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region V,Camarines Norte,Leptospirosis,26,0,1000000,0.26,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region V,Camarines Norte,Influenza,21,0,1000000,0.21,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region V,Camarines Sur,Dengue,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region V,Camarines Sur,Leptospirosis,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region V,Camarines Sur,Influenza,40,0,1000000,0.4,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Cavite,Dengue,37,0,1000000,0.37,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Cavite,Leptospirosis,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Cavite,Influenza,48,0,1000000,0.48,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Laguna,Dengue,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Laguna,Leptospirosis,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region IV-A,Laguna,Influenza,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region V,Albay,Dengue,16,0,1000000,0.16,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region V,Albay,Leptospirosis,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-04-01,2021,4,Region V,Albay,Influenza,50,0,1000000,0.5,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Batangas,Dengue,27,0,1000000,0.27,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Batangas,Leptospirosis,45,0,1000000,0.45,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Batangas,Influenza,37,0,1000000,0.37,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Quezon,Dengue,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Quezon,Leptospirosis,23,0,1000000,0.23,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Quezon,Influenza,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,MIMAROPA,Marinduque,Dengue,32,0,1000000,0.32,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,MIMAROPA,Marinduque,Leptospirosis,45,0,1000000,0.45,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,MIMAROPA,Marinduque,Influenza,47,0,1000000,0.47,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region V,Camarines Norte,Dengue,25,0,1000000,0.25,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region V,Camarines Norte,Leptospirosis,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region V,Camarines Norte,Influenza,50,0,1000000,0.5,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region V,Camarines Sur,Dengue,37,0,1000000,0.37,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region V,Camarines Sur,Leptospirosis,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region V,Camarines Sur,Influenza,47,0,1000000,0.47,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Cavite,Dengue,31,0,1000000,0.31,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Cavite,Leptospirosis,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Cavite,Influenza,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Laguna,Dengue,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Laguna,Leptospirosis,40,0,1000000,0.4,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region IV-A,Laguna,Influenza,35,0,1000000,0.35,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region V,Albay,Dengue,24,0,1000000,0.24,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region V,Albay,Leptospirosis,20,0,1000000,0.2,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-05-01,2021,5,Region V,Albay,Influenza,33,0,1000000,0.33,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Batangas,Dengue,20,0,1000000,0.2,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Batangas,Leptospirosis,31,0,1000000,0.31,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Batangas,Influenza,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Quezon,Dengue,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Quezon,Leptospirosis,19,0,1000000,0.19,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Quezon,Influenza,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,MIMAROPA,Marinduque,Dengue,44,0,1000000,0.44,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,MIMAROPA,Marinduque,Leptospirosis,12,0,1000000,0.12,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,MIMAROPA,Marinduque,Influenza,39,0,1000000,0.39,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region V,Camarines Norte,Dengue,29,0,1000000,0.29,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region V,Camarines Norte,Leptospirosis,30,0,1000000,0.3,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region V,Camarines Norte,Influenza,34,0,1000000,0.34,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region V,Camarines Sur,Dengue,46,0,1000000,0.46,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region V,Camarines Sur,Leptospirosis,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region V,Camarines Sur,Influenza,30,0,1000000,0.3,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Cavite,Dengue,35,0,1000000,0.35,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Cavite,Leptospirosis,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Cavite,Influenza,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Laguna,Dengue,43,0,1000000,0.43,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Laguna,Leptospirosis,11,0,1000000,0.11,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region IV-A,Laguna,Influenza,36,0,1000000,0.36,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region V,Albay,Dengue,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region V,Albay,Leptospirosis,10,0,1000000,0.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-06-01,2021,6,Region V,Albay,Influenza,16,0,1000000,0.16,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Batangas,Dengue,177,3,1000000,1.77,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Batangas,Leptospirosis,40,0,1000000,0.4,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Batangas,Influenza,38,0,1000000,0.38,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Quezon,Dengue,310,4,1000000,3.1,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Quezon,Leptospirosis,21,0,1000000,0.21,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Quezon,Influenza,39,0,1000000,0.39,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,MIMAROPA,Marinduque,Dengue,259,3,1000000,2.59,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,MIMAROPA,Marinduque,Leptospirosis,39,0,1000000,0.39,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,MIMAROPA,Marinduque,Influenza,25,0,1000000,0.25,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region V,Camarines Norte,Dengue,202,2,1000000,2.02,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region V,Camarines Norte,Leptospirosis,34,0,1000000,0.34,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region V,Camarines Norte,Influenza,40,0,1000000,0.4,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region V,Camarines Sur,Dengue,175,3,1000000,1.75,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region V,Camarines Sur,Leptospirosis,31,0,1000000,0.31,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region V,Camarines Sur,Influenza,20,0,1000000,0.2,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Cavite,Dengue,252,3,1000000,2.52,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Cavite,Leptospirosis,13,0,1000000,0.13,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Cavite,Influenza,42,0,1000000,0.42,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Laguna,Dengue,207,0,1000000,2.07,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Laguna,Leptospirosis,44,0,1000000,0.44,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region IV-A,Laguna,Influenza,30,0,1000000,0.3,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region V,Albay,Dengue,309,2,1000000,3.09,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region V,Albay,Leptospirosis,32,0,1000000,0.32,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-07-01,2021,7,Region V,Albay,Influenza,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region IV-A,Batangas,Dengue,156,2,1000000,1.56,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region IV-A,Batangas,Leptospirosis,76,1,1000000,0.76,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region IV-A,Batangas,Influenza,18,0,1000000,0.18,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region IV-A,Quezon,Dengue,273,1,1000000,2.73,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region IV-A,Quezon,Leptospirosis,95,0,1000000,0.95,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region IV-A,Quezon,Influenza,40,0,1000000,0.4,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,MIMAROPA,Marinduque,Dengue,171,3,1000000,1.71,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,MIMAROPA,Marinduque,Leptospirosis,103,0,1000000,1.03,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,MIMAROPA,Marinduque,Influenza,49,0,1000000,0.49,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region V,Camarines Norte,Dengue,191,2,1000000,1.91,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region V,Camarines Norte,Leptospirosis,136,1,1000000,1.36,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region V,Camarines Norte,Influenza,50,0,1000000,0.5,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region V,Camarines Sur,Dengue,166,1,1000000,1.66,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region V,Camarines Sur,Leptospirosis,109,1,1000000,1.09,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
2021-08-01,2021,8,Region V,Camarines Sur,Influenza,32,0,1000000,0.32,DOH_FOI,doh_raw_data_clean.csv,Generated clean surveillance record.
