date,year,month,region,province_city,station_name,rainfall_mm,temperature_mean_c,humidity_mean_pct,wind_speed_mean_kph,weather_indicator,source,source_file,notes
2021-06-01,2021,6,Region V,Camarines Norte,Camarines Norte Synoptic Station,263.5,28.6,87,19.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-06-01,2021,6,Region V,Camarines Sur,Camarines Sur Synoptic Station,471.7,30.9,70,28.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-06-01,2021,6,Region IV-A,Cavite,Cavite Synoptic Station,387.0,28.8,80,18.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-06-01,2021,6,Region IV-A,Laguna,Laguna Synoptic Station,355.2,30.6,79,23.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-06-01,2021,6,Region V,Albay,Albay Synoptic Station,415.7,27.0,76,29.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-07-01,2021,7,Region IV-A,Batangas,Batangas Synoptic Station,254.2,30.6,84,32.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-07-01,2021,7,Region IV-A,Quezon,Quezon Synoptic Station,481.8,28.6,76,19.7,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-07-01,2021,7,MIMAROPA,Marinduque,Marinduque Synoptic Station,462.2,30.9,72,19.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-07-01,2021,7,Region V,Camarines Norte,Camarines Norte Synoptic Station,437.3,29.3,86,34.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-07-01,2021,7,Region V,Camarines Sur,Camarines Sur Synoptic Station,375.4,25.9,80,22.5,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-07-01,2021,7,Region IV-A,Cavite,Cavite Synoptic Station,341.4,26.9,90,25.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-07-01,2021,7,Region IV-A,Laguna,Laguna Synoptic Station,444.3,26.8,86,34.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-07-01,2021,7,Region V,Albay,Albay Synoptic Station,262.3,30.4,75,26.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-08-01,2021,8,Region IV-A,Batangas,Batangas Synoptic Station,399.9,29.1,85,28.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-08-01,2021,8,Region IV-A,Quezon,Quezon Synoptic Station,497.0,29.5,90,25.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-08-01,2021,8,MIMAROPA,Marinduque,Marinduque Synoptic Station,413.4,26.4,76,26.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-08-01,2021,8,Region V,Camarines Norte,Camarines Norte Synoptic Station,275.5,26.3,87,17.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-08-01,2021,8,Region V,Camarines Sur,Camarines Sur Synoptic Station,458.4,27.2,89,22.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-08-01,2021,8,Region IV-A,Cavite,Cavite Synoptic Station,374.2,30.5,85,31.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-08-01,2021,8,Region IV-A,Laguna,Laguna Synoptic Station,416.4,27.6,79,15.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-08-01,2021,8,Region V,Albay,Albay Synoptic Station,341.7,30.1,70,33.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-09-01,2021,9,Region IV-A,Batangas,Batangas Synoptic Station,467.6,26.2,85,20.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-09-01,2021,9,Region IV-A,Quezon,Quezon Synoptic Station,295.7,30.3,79,15.7,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-09-01,2021,9,MIMAROPA,Marinduque,Marinduque Synoptic Station,438.3,28.7,81,33.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-09-01,2021,9,Region V,Camarines Norte,Camarines Norte Synoptic Station,340.3,30.7,72,34.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-09-01,2021,9,Region V,Camarines Sur,Camarines Sur Synoptic Station,374.9,28.0,82,21.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-09-01,2021,9,Region IV-A,Cavite,Cavite Synoptic Station,494.1,26.7,88,28.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-09-01,2021,9,Region IV-A,Laguna,Laguna Synoptic Station,463.0,30.0,74,24.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-09-01,2021,9,Region V,Albay,Albay Synoptic Station,321.9,27.5,71,34.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-10-01,2021,10,Region IV-A,Batangas,Batangas Synoptic Station,398.7,26.9,77,23.5,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-10-01,2021,10,Region IV-A,Quezon,Quezon Synoptic Station,466.3,30.1,70,21.7,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-10-01,2021,10,MIMAROPA,Marinduque,Marinduque Synoptic Station,464.1,30.8,82,34.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-10-01,2021,10,Region V,Camarines Norte,Camarines Norte Synoptic Station,445.3,27.3,83,27.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-10-01,2021,10,Region V,Camarines Sur,Camarines Sur Synoptic Station,280.3,30.5,81,24.8,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-10-01,2021,10,Region IV-A,Cavite,Cavite Synoptic Station,299.2,28.2,85,18.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-10-01,2021,10,Region IV-A,Laguna,Laguna Synoptic Station,312.1,31.0,76,19.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-10-01,2021,10,Region V,Albay,Albay Synoptic Station,416.6,29.4,72,22.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-11-01,2021,11,Region IV-A,Batangas,Batangas Synoptic Station,459.3,26.1,70,23.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-11-01,2021,11,Region IV-A,Quezon,Quezon Synoptic Station,489.3,25.8,85,32.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-11-01,2021,11,MIMAROPA,Marinduque,Marinduque Synoptic Station,340.8,30.5,90,20.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-11-01,2021,11,Region V,Camarines Norte,Camarines Norte Synoptic Station,270.6,29.0,89,17.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-11-01,2021,11,Region V,Camarines Sur,Camarines Sur Synoptic Station,465.1,26.5,73,25.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-11-01,2021,11,Region IV-A,Cavite,Cavite Synoptic Station,440.9,30.7,80,31.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-11-01,2021,11,Region IV-A,Laguna,Laguna Synoptic Station,469.1,28.7,78,18.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-11-01,2021,11,Region V,Albay,Albay Synoptic Station,480.6,27.4,88,33.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-12-01,2021,12,Region IV-A,Batangas,Batangas Synoptic Station,66.5,26.5,87,14.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-12-01,2021,12,Region IV-A,Quezon,Quezon Synoptic Station,96.8,26.8,84,9.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-12-01,2021,12,MIMAROPA,Marinduque,Marinduque Synoptic Station,88.8,30.8,72,8.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-12-01,2021,12,Region V,Camarines Norte,Camarines Norte Synoptic Station,52.0,27.5,72,9.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-12-01,2021,12,Region V,Camarines Sur,Camarines Sur Synoptic Station,74.1,27.0,82,12.6,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-12-01,2021,12,Region IV-A,Cavite,Cavite Synoptic Station,84.3,30.7,88,14.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-12-01,2021,12,Region IV-A,Laguna,Laguna Synoptic Station,60.1,29.0,78,5.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2021-12-01,2021,12,Region V,Albay,Albay Synoptic Station,76.2,27.6,89,14.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-01-01,2022,1,Region IV-A,Batangas,Batangas Synoptic Station,67.2,29.7,77,12.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-01-01,2022,1,Region IV-A,Quezon,Quezon Synoptic Station,64.7,29.3,79,10.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-01-01,2022,1,MIMAROPA,Marinduque,Marinduque Synoptic Station,94.1,29.9,71,9.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-01-01,2022,1,Region V,Camarines Norte,Camarines Norte Synoptic Station,83.8,30.3,78,14.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-01-01,2022,1,Region V,Camarines Sur,Camarines Sur Synoptic Station,32.9,26.8,85,7.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-01-01,2022,1,Region IV-A,Cavite,Cavite Synoptic Station,69.9,27.2,80,12.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-01-01,2022,1,Region IV-A,Laguna,Laguna Synoptic Station,69.0,25.8,87,10.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-01-01,2022,1,Region V,Albay,Albay Synoptic Station,51.6,28.1,86,5.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-02-01,2022,2,Region IV-A,Batangas,Batangas Synoptic Station,23.5,26.4,89,12.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-02-01,2022,2,Region IV-A,Quezon,Quezon Synoptic Station,99.4,27.1,85,11.6,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-02-01,2022,2,MIMAROPA,Marinduque,Marinduque Synoptic Station,73.0,29.1,83,7.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-02-01,2022,2,Region V,Camarines Norte,Camarines Norte Synoptic Station,52.4,27.5,84,7.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-02-01,2022,2,Region V,Camarines Sur,Camarines Sur Synoptic Station,33.1,28.4,79,14.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-02-01,2022,2,Region IV-A,Cavite,Cavite Synoptic Station,22.8,30.8,70,7.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-02-01,2022,2,Region IV-A,Laguna,Laguna Synoptic Station,62.3,26.5,72,8.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-02-01,2022,2,Region V,Albay,Albay Synoptic Station,86.3,27.3,76,9.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-03-01,2022,3,Region IV-A,Batangas,Batangas Synoptic Station,52.7,28.4,76,13.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-03-01,2022,3,Region IV-A,Quezon,Quezon Synoptic Station,95.8,27.1,78,5.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-03-01,2022,3,MIMAROPA,Marinduque,Marinduque Synoptic Station,23.7,29.5,74,14.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-03-01,2022,3,Region V,Camarines Norte,Camarines Norte Synoptic Station,28.4,29.7,83,7.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-03-01,2022,3,Region V,Camarines Sur,Camarines Sur Synoptic Station,81.6,25.8,83,11.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-03-01,2022,3,Region IV-A,Cavite,Cavite Synoptic Station,95.3,28.3,72,5.6,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-03-01,2022,3,Region IV-A,Laguna,Laguna Synoptic Station,29.8,26.0,75,8.7,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-03-01,2022,3,Region V,Albay,Albay Synoptic Station,85.9,28.3,85,13.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-04-01,2022,4,Region IV-A,Batangas,Batangas Synoptic Station,78.7,30.5,85,13.8,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-04-01,2022,4,Region IV-A,Quezon,Quezon Synoptic Station,39.0,27.9,85,6.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-04-01,2022,4,MIMAROPA,Marinduque,Marinduque Synoptic Station,95.8,28.1,90,14.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-04-01,2022,4,Region V,Camarines Norte,Camarines Norte Synoptic Station,69.5,26.2,79,8.0,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-04-01,2022,4,Region V,Camarines Sur,Camarines Sur Synoptic Station,34.5,28.6,90,14.7,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-04-01,2022,4,Region IV-A,Cavite,Cavite Synoptic Station,82.6,27.0,80,8.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-04-01,2022,4,Region IV-A,Laguna,Laguna Synoptic Station,52.5,29.9,87,9.9,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-04-01,2022,4,Region V,Albay,Albay Synoptic Station,26.9,28.4,87,10.4,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-05-01,2022,5,Region IV-A,Batangas,Batangas Synoptic Station,74.4,31.0,74,12.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-05-01,2022,5,Region IV-A,Quezon,Quezon Synoptic Station,97.2,28.0,77,6.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-05-01,2022,5,MIMAROPA,Marinduque,Marinduque Synoptic Station,51.9,26.8,70,6.2,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-05-01,2022,5,Region V,Camarines Norte,Camarines Norte Synoptic Station,95.3,29.2,73,14.1,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-05-01,2022,5,Region V,Camarines Sur,Camarines Sur Synoptic Station,83.5,27.7,84,5.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-05-01,2022,5,Region IV-A,Cavite,Cavite Synoptic Station,89.9,27.9,71,9.7,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-05-01,2022,5,Region IV-A,Laguna,Laguna Synoptic Station,48.3,25.7,82,6.3,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-05-01,2022,5,Region V,Albay,Albay Synoptic Station,71.3,30.5,75,7.5,sunny,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-06-01,2022,6,Region IV-A,Batangas,Batangas Synoptic Station,302.8,25.6,73,27.3,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-06-01,2022,6,Region IV-A,Quezon,Quezon Synoptic Station,461.7,28.2,88,20.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-06-01,2022,6,MIMAROPA,Marinduque,Marinduque Synoptic Station,305.3,30.3,78,33.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-06-01,2022,6,Region V,Camarines Norte,Camarines Norte Synoptic Station,429.1,26.5,83,33.5,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-06-01,2022,6,Region V,Camarines Sur,Camarines Sur Synoptic Station,405.3,26.0,90,23.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-06-01,2022,6,Region IV-A,Cavite,Cavite Synoptic Station,448.1,28.4,81,17.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-06-01,2022,6,Region IV-A,Laguna,Laguna Synoptic Station,403.3,27.7,81,27.7,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-06-01,2022,6,Region V,Albay,Albay Synoptic Station,395.7,29.1,89,25.2,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-07-01,2022,7,Region IV-A,Batangas,Batangas Synoptic Station,451.5,30.1,79,31.0,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-07-01,2022,7,Region IV-A,Quezon,Quezon Synoptic Station,306.4,28.2,78,34.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-07-01,2022,7,MIMAROPA,Marinduque,Marinduque Synoptic Station,350.0,26.5,90,29.1,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-07-01,2022,7,Region V,Camarines Norte,Camarines Norte Synoptic Station,321.6,29.7,77,18.7,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-07-01,2022,7,Region V,Camarines Sur,Camarines Sur Synoptic Station,252.3,31.0,84,16.4,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-07-01,2022,7,Region IV-A,Cavite,Cavite Synoptic Station,320.2,30.8,70,16.6,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
2022-07-01,2022,7,Region IV-A,Laguna,Laguna Synoptic Station,348.5,26.6,76,15.9,rainy,PAGASA_CADS,pagasa_raw_data_clean.csv,Generated clean station weather record.
